date,Actuals & Commitment,P1,P2,P3,Bluesky,MCOM,On-Call,Expenses,AnB,Tech Funds,month_end_title,client_unit,legal_entity,month_end_helper,adjustments
2019-11-01,342321.03,342321.03,0,0,0,0,0,0,0,-34232.103,2019-11-01,CU Schroders,GFT FINANCIAL LTD.,2019-01-01,-356443.1284
2020-01-01,444216.3069,281828.5777,154035.0917,8352.6375,0,0,0,0,0,0,2020-01-01,CU UK Asset Management,GFT FINANCIAL LTD.,2020-01-01,0
2020-01-01,451031.81,451031.81,0,0,0,0,0,0,0,0,2020-02-01,CU UK Asset Management,GFT FINANCIAL LTD.,2020-01-01,0
2020-02-01,394301.4864,378739.6864,15561.8,0,0,0,0,0,0,0,2020-02-01,CU UK Asset Management,GFT FINANCIAL LTD.,2020-01-01,0
2020-01-01,294795.72,294795.72,0,0,0,0,0,0,0,0,2020-03-01,CU UK Asset Management,GFT FINANCIAL LTD.,2020-01-01,0
2020-02-01,358491.86,358491.86,0,0,0,0,0,0,0,0,2020-03-01,CU UK Asset Management,GFT FINANCIAL LTD.,2020-01-01,0
2020-03-01,408547.4744,408547.4744,0,0,0,0,0,0,0,0,2020-03-01,CU UK Asset Management,GFT FINANCIAL LTD.,2020-01-01,0
2020-01-01,0,0,0,0,0,0,0,0,0,0,2020-02-01,Industry,GFT FINANCIAL LTD.,2020-01-01,0
2020-02-01,0,0,0,0,0,0,0,0,0,0,2020-02-01,Industry,GFT FINANCIAL LTD.,2020-01-01,0
2020-01-01,0,0,0,0,0,0,0,0,0,0,2020-03-01,Industry,GFT FINANCIAL LTD.,2020-02-01,0
2020-02-01,0,0,0,0,0,0,0,0,0,0,2020-03-01,Industry,GFT FINANCIAL LTD.,2020-02-01,0
2020-03-01,0,0,0,0,0,0,0,0,0,0,2020-03-01,Industry,GFT FINANCIAL LTD.,2020-02-01,0
